TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Statements_Executed,Total_Time,Random_Seed,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,LineCoverage,StatementCoverage,BranchCoverage,OnlyBranchCoverage,CBranchCoverage,IBranchCoverage,ExceptionCoverage,WeakMutationScore,OnlyMutationScore,MutationScore,OutputCoverage,InputCoverage,MethodCoverage,MethodTraceCoverage,MethodNoExceptionCoverage,LineCoverageBitString,StatementCoverageBitString,BranchCoverageBitString,OnlyBranchCoverageBitString,CBranchCoverageBitString,IBranchCoverageBitString,ExceptionCoverageBitString,WeakMutationCoverageBitString,OnlyMutationCoverageBitString,MutationCoverageBitString,OutputCoverageBitString,InputCoverageBitString,MethodCoverageBitString,MethodTraceCoverageBitString,MethodNoExceptionCoverageBitString
edu.osu.cs362.TimeTable,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,67,0.3,2,14,84,73659,131280,1494488866370,1,1,5,4,0.9777777777777777,0.9897435897435898,0.9310344827586207,0.9285714285714286,0.9310344827586207,0.9310344827586207,1.0,0.975609756097561,0.975609756097561,0.14634146341463414,0.5,0.0,1.0,1.0,1.0,111111111111101111111111111111111111111111111,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100111111111111111111111111111111111111111111111111111111111111111111111111111,11111111111111011011111111111,1111111111111011011111111111,11111111111110111101111111111,11111111111111011011111111111,111111,1111111111111111111111111111111011111111111111111111111111111111111111110111111111,1111111111111111111111111111111011111111111111111111111111111111111111110111111111,0010010111100101000100001010010000001111001100111110111100101101111010100000111000,110010,0000000000000000,111,1111,111
