TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Statements_Executed,Total_Time,Random_Seed,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,LineCoverage,StatementCoverage,BranchCoverage,OnlyBranchCoverage,CBranchCoverage,IBranchCoverage,ExceptionCoverage,WeakMutationScore,OnlyMutationScore,MutationScore,OutputCoverage,InputCoverage,MethodCoverage,MethodTraceCoverage,MethodNoExceptionCoverage,LineCoverageBitString,StatementCoverageBitString,BranchCoverageBitString,OnlyBranchCoverageBitString,CBranchCoverageBitString,IBranchCoverageBitString,ExceptionCoverageBitString,WeakMutationCoverageBitString,OnlyMutationCoverageBitString,MutationCoverageBitString,OutputCoverageBitString,InputCoverageBitString,MethodCoverageBitString,MethodTraceCoverageBitString,MethodNoExceptionCoverageBitString
edu.osu.cs362.CalDay,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,58,0.3,2,28,97,104101,99920,1494489176931,0,0,6,2,1.0,1.0,0.896551724137931,0.8333333333333334,0.896551724137931,0.9166666666666666,1.0,0.9454545454545454,0.9454545454545454,0.5,0.9,0.0,1.0,1.0,1.0,111111111111111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,11111111111111111110101011111,111111110101011111,11111111111111111111001101111,111111111111111111111111110111001111,111111,11111111111111111111111111111111111111110111111111111111111110101000111111111111111111111111111111111111111111,11111111111111111111111111111111111111110111111111111111111110101000111111111111111111111111111111111111111111,11101111011111111111111111111110000000000000000000000000010000000000111111111111111111111111111111111111111111,11111111011111111110,000000000000000,11111111111,111111111111111,11111111111
